datetime,SPO.IT0499A_5_nephelometry_beta_2015-01-01_00:00:00,SPO.IT0477A_5_BETA_2022-01-01_00:00:00,SPO.IT0507A_5_nephelometry_beta_2019-01-01_00:00:00,SPO.IT0508A_5_nephelometry_beta_2020-01-01_00:00:00,SPO.IT0594A_5_BETA_2022-01-01_00:00:00,SPO.IT0692A_5_BETA_2022-01-01_00:00:00,SPO.IT0709A_5_BETA_2022-01-01_00:00:00,SPO.IT0742A_5_BETA_2022-01-01_00:00:00,SPO.IT0776A_5_BETA_2022-01-01_00:00:00,SPO.IT0778A_5_BETA_2022-01-01_00:00:00,SPO.IT0794A_5_BETA_2018-01-01_00:00:00,SPO.IT0842A_5_BETA_2022-12-01_01:00:00,SPO.IT0846A_5_BETA_2022-01-01_00:00:00,SPO.IT0983A_5_OPC-CMC_2020-01-01_00:00:00,SPO.IT0997A_5_BETA_2022-01-01_00:00:00,SPO.IT1034A_5_BETA_2022-01-01_00:00:00,SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,SPO.IT1090A_5_BETA_2001-10-02_00:00:00,SPO.IT1104A_5_BETA_2022-01-01_00:00:00,SPO.IT1168A_5_BETA_2014-03-09_00:00:00,SPO.IT1208A_5_BETA_2007-06-26_00:00:00,SPO.IT1264A_5_BETA_1999-04-01_00:00:00,SPO.IT1294A_5_BETA_2022-01-01_00:00:00,SPO.IT1334A_5_nephelometry_beta_2016-01-01_00:00:00,SPO.IT1420A_5_BETA_2016-01-01_00:00:00,SPO.IT1423A_5_BETA_1999-04-01_00:00:00,SPO.IT1449A_5_BETA_2018-01-01_00:00:00,SPO.IT1463A_5_BETA_2022-01-01_00:00:00,SPO.IT1646A_5_BETA_2022-01-01_00:00:00,SPO.IT1734A_5_BETA_2022-01-01_00:00:00,SPO.IT1856A_5_BETA_2007-01-01_00:00:00,SPO.IT1857A_5_BETA_2007-01-01_00:00:00,SPO.IT1859A_5_nephelometry_beta_2007-11-16_00:00:00,SPO.IT1868A_5_BETA_2022-01-01_00:00:00,SPO.IT1869A_5_BETA_2022-01-01_00:00:00,SPO.IT1876A_5_BETA_2022-01-01_00:00:00,SPO.IT1977A_5_BETA_2009-06-15_00:00:00,SPO.IT2115A_5_BETA_2013-10-04_00:00:00,SPO.IT2132A_5_BETA_2013-12-18_00:00:00,SPO.IT2133A_5_BETA_2013-12-21_00:00:00,SPO.IT2161A_5_BETA_2016-01-01_00:00:00,SPO.IT2166A_5_BETA_2017-01-01_00:00:00,SPO.IT2167A_5_BETA_2017-01-01_00:00:00,SPO.IT2284A_5_OPC-CMC_2019-01-01_00:00:00,SPO.IT2288A_5_BETA_2018-01-01_00:00:00
2025-08-20 18:00:00,8.26,15.838816,8.02,9.29,4.116986,8.78,16.000666,16.5,13.059283,9.4,16.90146,16.5,22.5,22.4,15.1919,11.6,14.74,6.14,14.25,7.57,0.0,0.0,17.8,7.17,0.0,0.0,22.0235,17.1416,20.4,8.86,0.0,0.0,10.08,20.309874,12.781445,15.39,0.0,12.51,15.23,23.61,0.0,0.0,0.0,21.3,37.78828
2025-08-20 19:00:00,7.96,12.417631,8.52,9.09,10.94,8.78,15.87,16.5,16.913246,9.4,16.12077,16.5,22.5,21.8,20.4942,11.6,13.82,8.82,14.25,6.09,0.0,0.0,17.8,7.81,0.0,0.0,22.44253,17.1416,20.4,8.86,0.0,0.0,11.35,20.71,12.79,15.39,0.0,8.76,34.18,19.04,0.0,0.0,0.0,21.0,39.10405
2025-08-20 20:00:00,8.78,14.672894,9.03,11.19,10.969944,7.95,14.481708,16.5,20.104542,9.4,19.26728,16.5,22.5,23.6,15.004,11.6,14.52,7.06,12.95,5.81,0.0,0.0,17.8,12.22,0.0,0.0,22.95861,19.1125,20.4,28.63,0.0,0.0,11.78,17.828417,36.851612,29.68,0.0,9.97,20.21,12.08,0.0,0.0,0.0,20.3,40.15842
2025-08-20 21:00:00,9.01,17.254797,12.1,12.84,14.02,7.95,14.44,16.5,16.528477,9.4,20.07764,16.5,22.5,22.3,14.3882,11.6,17.96,6.55,12.95,7.85,0.0,0.0,17.8,20.43,0.0,0.0,27.62694,19.1125,20.4,28.63,0.0,0.0,10.56,17.69,37.61,29.68,0.0,11.77,10.1,25.94,0.0,0.0,0.0,21.1,45.31013
2025-08-20 22:00:00,9.84,27.335583,12.24,13.25,13.960306,31.72,10.847917,16.5,11.569934,9.4,23.04445,16.5,22.5,15.5,20.8212,11.6,16.1,10.17,12.08,7.92,0.0,0.0,17.8,16.37,0.0,0.0,28.70822,14.691,20.4,14.88,0.0,0.0,8.25,18.176626,20.397972,15.37,0.0,13.75,5.77,18.18,0.0,0.0,0.0,13.5,43.00891
2025-08-20 23:00:00,7.61,19.134907,12.17,14.36,7.88,31.72,10.74,16.5,8.118742,9.4,23.13684,16.5,22.5,10.0,15.5271,11.6,12.05,8.14,12.08,6.49,0.0,0.0,17.8,13.07,0.0,0.0,27.62439,14.691,20.4,14.88,0.0,0.0,6.61,18.2,19.83,15.37,0.0,14.7,5.88,28.29,0.0,0.0,0.0,9.4,25.2908
2025-08-21 00:00:00,6.47,24.690365,11.84,14.47,7.930459,21.64,12.953501,16.5,6.094747,9.4,22.51975,16.5,22.5,9.1,11.7651,11.6,10.8,9.84,11.63,10.2,0.0,0.0,17.8,13.26,0.0,0.0,24.8589,16.5954,20.4,8.38,0.0,0.0,7.79,20.566334,11.008055,8.21,0.0,10.29,16.78,30.25,0.0,0.0,0.0,7.9,21.37208
2025-08-21 01:00:00,7.97,21.901905,11.52,15.22,13.07,21.64,13.02,16.5,7.208713,9.4,22.3269,16.5,22.5,10.1,16.7473,11.6,14.21,8.41,11.63,8.39,0.0,0.0,17.8,13.85,0.0,0.0,24.92839,16.5954,20.4,8.38,0.0,0.0,11.39,20.68,10.73,8.21,0.0,8.22,21.01,17.75,0.0,0.0,0.0,10.5,22.25584
2025-08-21 02:00:00,10.17,15.50945,11.78,15.29,13.071069,27.33,18.874125,5.9,5.766971,8.7,23.5238,11.4,9.9,10.0,12.8765,5.9,19.17,7.22,40.55,6.87,0.0,0.0,7.9,14.0,0.0,0.0,25.40716,14.2411,16.2,5.67,0.0,0.0,12.62,19.526398,20.65711,4.11,0.0,6.68,10.5,9.8,0.0,0.0,0.0,8.8,24.21834
2025-08-21 03:00:00,10.3,14.232091,13.07,15.37,13.18,27.33,19.05,5.9,9.962385,8.7,23.13557,11.4,9.9,9.8,9.42998,5.9,20.62,9.62,40.55,8.74,0.0,0.0,7.9,13.63,0.0,0.0,30.00728,14.2411,16.2,5.67,0.0,0.0,12.29,19.47,20.97,4.11,0.0,5.35,5.25,6.83,0.0,0.0,0.0,8.3,28.38838
2025-08-21 04:00:00,8.46,11.808778,11.86,13.88,13.184167,32.4,17.525791,5.9,7.969908,8.7,26.11763,11.4,9.9,11.8,7.0836,5.9,16.62,7.7,20.5,8.53,0.0,0.0,7.9,14.33,0.0,0.0,32.74396,14.8923,16.2,4.42,0.0,0.0,12.97,19.8135,11.595472,2.86,0.0,9.57,6.66,4.5,0.0,0.0,0.0,9.0,28.5548
2025-08-21 05:00:00,8.68,14.702071,12.03,13.27,13.68,32.4,17.48,5.9,6.375926,8.7,27.98333,11.4,9.9,10.3,5.32335,5.9,14.72,6.8,20.5,6.96,0.0,0.0,7.9,12.97,0.0,0.0,35.35649,14.8923,16.2,4.42,0.0,0.0,11.61,19.83,11.3,2.86,0.0,12.94,13.94,14.11,0.0,0.0,0.0,9.9,25.83123
2025-08-21 06:00:00,13.45,11.148308,12.12,13.19,13.666083,31.93,12.305458,5.9,5.100741,8.7,28.33552,11.4,9.9,10.7,3.95924,5.9,16.85,5.44,16.14,9.59,0.0,0.0,7.9,12.89,0.0,0.0,36.24203,9.58564,16.2,3.6,0.0,0.0,11.35,13.9905,9.53561,2.38,0.0,9.06,8.21,8.35,0.0,0.0,0.0,9.4,27.66809
2025-08-21 07:00:00,15.26,7.803815,12.28,12.96,12.01,31.93,12.15,5.9,4.388655,8.7,28.07615,11.4,9.9,11.5,3.327,5.9,19.18,6.32,16.14,17.62,0.0,0.0,7.9,18.12,0.0,0.0,36.26279,9.58564,16.2,3.6,0.0,0.0,14.43,13.71,9.48,2.38,0.0,9.99,5.75,4.94,0.0,0.0,0.0,12.1,28.03957
2025-08-21 08:00:00,10.85,7.205513,11.99,14.22,12.006083,15.96,10.263889,5.9,3.510924,8.7,30.46188,11.4,9.9,15.5,2.755,5.9,18.7,8.91,16.81,12.49,0.0,0.0,7.9,26.59,0.0,0.0,39.81932,7.92938,16.2,2.91,0.0,0.0,14.87,11.868458,7.890111,8.42,0.0,10.37,14.1,10.4,0.0,0.0,0.0,15.1,31.1628
2025-08-21 09:00:00,8.88,5.76441,13.73,13.8,11.54,15.96,10.21,5.9,3.827214,8.7,34.20811,11.4,9.9,15.9,7.7416,5.9,15.33,10.05,16.81,13.95,0.0,0.0,7.9,17.98,0.0,0.0,45.76681,7.92938,16.2,2.91,0.0,0.0,13.09,11.78,7.84,8.42,0.0,8.29,10.89,6.46,0.0,0.0,0.0,10.5,31.44688
2025-08-21 10:00:00,10.15,6.884023,15.48,12.37,11.5465,20.51,9.025583,5.9,3.881002,8.7,38.25399,11.4,9.9,10.4,8.49275,5.9,14.31,13.23,17.14,9.81,0.0,0.0,7.9,16.73,0.0,0.0,39.61933,14.5236,16.2,3.44,0.0,0.0,13.74,7.047334,6.327667,5.43,0.0,8.43,11.0,19.98,0.0,0.0,0.0,9.5,28.18541
2025-08-21 11:00:00,10.89,6.53934,15.99,14.54,12.32,20.51,8.99,5.9,5.612632,8.7,27.6235,11.4,9.9,16.7,6.67259,5.9,15.5,13.49,17.14,7.18,0.0,0.0,7.9,14.7,0.0,0.0,32.4533,14.5236,16.2,3.44,0.0,0.0,12.69,6.82,6.28,5.43,0.0,7.97,34.88,10.67,0.0,0.0,0.0,19.6,27.0142
2025-08-21 14:00:00,9.86,9.021173,11.42,7.34,10.071584,10.33,8.199722,5.9,5.757196,8.7,26.17824,11.4,9.9,11.3,12.072,5.9,18.4,22.56,7.47,7.15,0.0,0.0,7.9,13.89,0.0,0.0,31.27881,5.68646,16.2,12.82,0.0,0.0,16.33,3.905958,6.972,2.65,0.0,9.49,6.9,13.43,0.0,0.0,0.0,10.7,35.12102
2025-08-21 15:00:00,9.34,7.216939,9.6,5.17,6.69,10.33,8.15,5.9,13.733392,8.7,23.53694,11.4,9.9,9.5,14.719,5.9,11.32,15.79,7.47,5.8,0.0,0.0,7.9,13.78,0.0,0.0,30.22761,5.68646,16.2,12.82,0.0,0.0,14.76,3.79,6.84,2.65,0.0,7.59,4.31,8.99,0.0,0.0,0.0,13.7,37.87316
2025-08-21 16:00:00,9.34,12.417265,10.62,6.56,6.692,13.1,6.497222,5.9,10.986713,8.7,25.57513,11.4,9.9,9.7,11.914,5.9,9.6,11.05,10.77,6.9,0.0,0.0,7.9,10.21,0.0,0.0,29.57299,6.8401,16.2,7.65,0.0,0.0,13.02,2.969417,7.218083,7.5,0.0,6.07,2.8,5.86,0.0,0.0,0.0,12.7,44.98109
2025-08-21 17:00:00,8.84,15.595351,12.77,8.88,6.93,13.1,6.45,5.9,7.690699,8.7,24.91988,11.4,9.9,7.7,12.479,5.9,9.07,7.74,10.77,5.54,0.0,0.0,7.9,8.44,0.0,0.0,30.58563,6.8401,16.2,7.65,0.0,0.0,13.91,2.93,7.23,7.5,0.0,8.18,3.88,16.65,0.0,0.0,0.0,6.3,49.29441
2025-08-21 18:00:00,7.1,24.18814,9.16,8.34,6.930625,7.45,8.219445,5.9,7.058745,8.7,27.27129,11.4,9.9,6.4,8.89382,5.9,8.74,6.19,11.19,4.86,0.0,0.0,7.9,11.76,0.0,0.0,35.78062,15.1039,16.2,6.2,0.0,0.0,17.97,7.910749,4.903333,21.28,0.0,6.54,3.33,13.45,0.0,0.0,0.0,9.4,49.23138
2025-08-21 19:00:00,7.59,16.931698,8.14,8.03,7.02,7.45,8.27,5.9,8.283444,8.7,28.22407,11.4,9.9,7.0,18.074,5.9,10.88,8.54,11.19,5.35,0.0,0.0,7.9,12.24,0.0,0.0,33.70237,15.1039,16.2,6.2,0.0,0.0,21.74,8.15,4.83,21.28,0.0,5.24,27.25,7.96,0.0,0.0,0.0,6.9,40.71355
2025-08-21 20:00:00,6.28,15.024826,6.6,5.55,7.043958,11.65,9.261666,5.9,6.626756,8.7,27.03268,11.4,9.9,4.7,18.5799,5.9,14.53,6.83,13.25,8.86,0.0,0.0,7.9,14.01,0.0,0.0,33.79813,17.0607,16.2,12.64,0.0,0.0,25.41,7.214917,15.493889,12.22,0.0,5.54,14.52,9.73,0.0,0.0,0.0,4.7,40.92746
2025-08-21 21:00:00,6.39,15.044399,5.29,3.72,10.47,11.65,9.29,5.9,5.544674,8.7,29.48325,11.4,9.9,6.3,14.1152,5.9,15.84,5.47,13.25,7.09,0.0,0.0,7.9,18.8,0.0,0.0,33.03759,17.0607,16.2,12.64,0.0,0.0,23.8,7.17,15.83,12.22,0.0,6.51,9.86,10.42,0.0,0.0,0.0,4.7,46.42628
2025-08-21 22:00:00,6.01,12.479951,3.35,3.59,10.547431,12.97,10.388611,5.9,8.301763,8.7,29.72315,11.4,9.9,4.9,10.7823,5.9,11.52,6.29,11.48,5.65,0.0,0.0,7.9,9.44,0.0,0.0,33.89939,16.6512,16.2,12.3,0.0,0.0,19.92,5.652875,17.633167,11.36,0.0,6.69,7.28,11.74,0.0,0.0,0.0,4.6,41.24054
2025-08-21 23:00:00,8.91,16.733362,3.5,4.08,21.62,12.97,10.42,5.9,8.473729,8.7,28.43301,11.4,9.9,3.8,11.5799,5.9,10.53,7.71,11.48,4.61,0.0,0.0,7.9,8.21,0.0,0.0,34.27817,16.6512,16.2,12.3,0.0,0.0,17.18,5.58,17.69,11.36,0.0,5.35,4.63,15.72,0.0,0.0,0.0,3.5,37.69078
2025-08-22 00:00:00,9.17,19.531597,4.52,4.13,21.545347,7.06,10.040833,5.9,6.778983,8.7,27.97528,11.4,9.9,2.9,8.46916,5.9,10.5,11.3,10.55,6.54,0.0,0.0,7.9,2.64,0.0,0.0,30.35387,8.59925,16.2,7.16,0.0,0.0,17.02,12.679001,18.2135,17.77,0.0,6.01,4.75,10.06,0.0,0.0,0.0,2.8,43.62455
2025-08-22 01:00:00,7.87,13.672118,3.96,4.0,10.87,7.06,10.03,5.9,5.423186,8.7,28.37451,11.4,9.9,2.5,7.45982,5.9,8.4,9.04,10.55,8.88,0.0,0.0,7.9,2.0,0.0,0.0,30.57333,8.59925,16.2,7.16,0.0,0.0,21.39,13.02,18.23,17.77,0.0,7.9,4.51,7.09,0.0,0.0,0.0,3.0,40.54967
2025-08-22 02:00:00,9.55,16.601955,4.34,5.05,10.90632,5.03,15.163334,12.8,4.338549,11.7,28.77462,12.7,7.7,2.3,5.68917,8.9,9.2,7.72,13.57,7.44,0.0,0.0,6.5,2.27,0.0,0.0,31.97961,6.27914,13.2,4.69,0.0,0.0,19.18,18.086624,10.736195,10.32,0.0,6.32,8.52,10.12,0.0,0.0,0.0,2.7,40.28197
2025-08-22 03:00:00,10.13,13.692279,5.32,5.95,16.1,5.03,15.31,12.8,8.696362,11.7,28.9734,12.7,7.7,2.3,4.04339,8.9,11.8,8.83,13.57,16.39,0.0,0.0,6.5,5.23,0.0,0.0,33.56424,6.27914,13.2,4.69,0.0,0.0,16.38,18.33,10.5,10.32,0.0,5.39,6.7,13.91,0.0,0.0,0.0,2.5,44.39191
2025-08-22 04:00:00,9.71,10.964938,5.27,5.81,16.141043,9.94,15.533611,12.8,6.99211,11.7,30.08297,12.7,7.7,2.5,3.28055,8.9,14.04,7.06,14.95,11.47,0.0,0.0,6.5,4.44,0.0,0.0,34.66841,12.9666,13.2,6.73,0.0,0.0,13.1,27.213291,23.432388,6.42,0.0,5.93,17.59,23.56,0.0,0.0,0.0,2.1,45.15549
2025-08-22 05:00:00,10.37,7.675457,5.53,5.97,22.01,9.94,15.54,12.8,6.465075,11.7,29.73415,12.7,7.7,3.2,3.92436,8.9,12.96,5.65,14.95,8.05,0.0,0.0,6.5,2.42,0.0,0.0,32.91902,12.9666,13.2,6.73,0.0,0.0,11.68,27.64,23.84,6.42,0.0,5.95,15.68,13.8,0.0,0.0,0.0,3.0,43.24649
2025-08-22 06:00:00,9.76,9.261597,5.89,5.51,21.98493,8.1,15.481667,12.8,5.17206,11.7,29.11706,12.7,7.7,2.9,3.54147,8.9,12.11,9.13,17.54,6.66,0.0,0.0,6.5,2.93,0.0,0.0,32.24823,7.22647,13.2,9.05,0.0,0.0,12.77,24.462624,30.422527,4.69,0.0,6.72,12.88,7.53,0.0,0.0,0.0,3.6,47.0453
2025-08-22 07:00:00,9.85,12.266439,6.8,6.36,18.4,8.1,15.48,12.8,6.761527,11.7,32.02793,12.7,7.7,4.3,3.20208,8.9,11.25,12.28,17.54,6.89,0.0,0.0,6.5,3.33,0.0,0.0,37.54575,7.22647,13.2,9.05,0.0,0.0,13.97,24.31,30.63,4.69,0.0,9.19,12.33,8.95,0.0,0.0,0.0,4.0,50.83039
2025-08-22 08:00:00,9.69,14.074992,7.05,7.29,18.379305,25.45,22.091112,12.8,5.409221,11.7,34.4319,12.7,7.7,6.2,3.72573,8.9,10.87,9.82,13.57,10.73,0.0,0.0,6.5,3.77,0.0,0.0,38.53805,8.36138,13.2,12.3,0.0,0.0,14.45,21.542917,18.560417,6.63,0.0,9.45,18.07,12.72,0.0,0.0,0.0,4.5,47.55588
2025-08-22 09:00:00,8.78,10.073773,6.87,7.69,15.42,25.45,22.28,12.8,6.015622,11.7,32.14236,12.7,7.7,6.6,2.85005,8.9,9.62,6.88,13.57,10.04,0.0,0.0,6.5,6.75,0.0,0.0,39.46765,8.36138,13.2,12.3,0.0,0.0,13.93,21.41,18.18,6.63,0.0,13.79,12.95,15.51,0.0,0.0,0.0,6.9,46.77172
2025-08-22 12:00:00,7.02,10.440384,7.96,5.61,17.024721,20.72,13.096389,12.8,9.728422,11.7,27.41625,12.7,7.7,4.3,4.79033,8.9,6.97,5.06,14.11,7.58,0.0,0.0,6.5,5.98,0.0,0.0,33.04903,8.05497,13.2,7.98,0.0,0.0,5.78,8.096,6.527333,6.8,0.0,11.67,11.23,10.06,0.0,0.0,0.0,4.0,31.34056
2025-08-22 13:00:00,5.57,7.308269,10.19,6.47,8.92,20.72,12.86,12.8,7.782738,11.7,26.98564,12.7,7.7,5.2,19.7894,8.9,5.42,6.4,14.11,6.06,0.0,0.0,6.5,6.64,0.0,0.0,32.00968,8.05497,13.2,7.98,0.0,0.0,2.82,7.84,6.38,6.8,0.0,8.17,15.84,5.03,0.0,0.0,0.0,4.7,34.24861
2025-08-22 14:00:00,5.02,5.846615,10.36,6.25,8.921056,14.11,10.075472,12.8,6.22619,11.7,21.30124,12.7,7.7,7.3,15.6408,8.9,5.02,5.12,7.57,4.85,0.0,0.0,6.5,10.53,0.0,0.0,26.38464,8.15432,13.2,11.88,0.0,0.0,2.4,5.280764,4.912778,10.16,0.0,7.22,8.54,4.51,0.0,0.0,0.0,10.3,36.41535
2025-08-22 15:00:00,4.76,4.677292,10.57,7.15,9.11,14.11,10.0,12.8,8.262443,11.7,19.04011,12.7,7.7,7.0,11.5639,8.9,6.78,8.67,7.57,3.88,0.0,0.0,6.5,15.06,0.0,0.0,21.99087,8.15432,13.2,11.88,0.0,0.0,2.42,5.15,4.86,10.16,0.0,6.46,6.9,3.66,0.0,0.0,0.0,6.6,38.83593
2025-08-22 16:00:00,4.91,8.62677,9.86,6.76,9.123166,7.73,7.666667,12.8,9.904922,11.7,19.95134,12.7,7.7,6.5,8.48534,8.9,6.98,7.53,7.2,3.1,0.0,0.0,6.5,16.4,0.0,0.0,23.69203,11.3917,13.2,6.95,0.0,0.0,1.75,4.159111,3.580333,6.16,0.0,5.26,5.63,2.58,0.0,0.0,0.0,8.5,44.17675
2025-08-22 17:00:00,5.64,7.880406,9.05,6.71,11.48,7.73,7.6,12.8,11.529755,11.7,16.83916,12.7,7.7,7.6,6.06266,8.9,10.8,6.03,7.2,2.6,0.0,0.0,6.5,16.93,0.0,0.0,19.09065,11.3917,13.2,6.95,0.0,0.0,3.15,4.11,3.54,6.16,0.0,5.14,5.02,3.42,0.0,0.0,0.0,10.0,42.47604
2025-08-22 18:00:00,5.85,13.071312,8.37,7.02,11.490055,4.86,5.448319,12.8,8.070828,11.7,14.14149,12.7,7.7,9.5,5.28057,8.9,9.94,4.84,5.68,3.4,0.0,0.0,6.5,16.78,0.0,0.0,15.05872,7.21879,13.2,4.05,0.0,0.0,5.59,13.107792,8.33875,5.86,0.0,4.11,4.34,3.25,0.0,0.0,0.0,25.8,38.66574
2025-08-22 19:00:00,6.64,9.149919,9.37,7.38,13.29,4.86,5.39,12.8,6.456663,11.7,12.28808,12.7,7.7,8.8,9.61226,8.9,11.22,3.87,5.68,3.18,0.0,0.0,6.5,16.12,0.0,0.0,14.68502,7.21879,13.2,4.05,0.0,0.0,8.41,13.54,8.49,5.86,0.0,4.46,9.02,10.72,0.0,0.0,0.0,21.5,35.57067
2025-08-22 20:00:00,8.12,10.911277,9.72,9.01,13.254945,3.87,7.888611,12.8,5.16533,11.7,13.47607,12.7,7.7,9.9,7.42709,8.9,13.19,3.4,3.5,5.35,0.0,0.0,6.5,13.38,0.0,0.0,14.39393,7.63946,13.2,7.69,0.0,0.0,10.8,8.290195,7.307278,3.75,0.0,5.14,13.41,8.03,0.0,0.0,0.0,23.6,34.81718
2025-08-22 21:00:00,10.7,9.536717,9.55,12.53,6.98,3.87,7.96,12.8,7.290254,11.7,11.63581,12.7,7.7,9.2,6.00452,8.9,13.61,3.56,3.5,7.78,0.0,0.0,6.5,15.01,0.0,0.0,14.0215,7.63946,13.2,7.69,0.0,0.0,12.09,8.03,7.27,3.75,0.0,8.43,13.7,6.0,0.0,0.0,0.0,30.7,34.51168
2025-08-22 22:00:00,12.84,16.558487,9.75,12.56,7.002444,5.23,8.35918,12.8,5.832203,11.7,12.75005,12.7,7.7,10.8,12.5829,8.9,13.72,2.85,12.65,6.23,0.0,0.0,6.5,13.28,0.0,0.0,15.97857,13.547,13.2,14.03,0.0,0.0,14.28,14.061083,13.978555,16.25,0.0,11.21,9.2,7.49,0.0,0.0,0.0,10.9,34.60496
2025-08-22 23:00:00,13.02,18.538267,11.88,10.93,11.02,5.23,8.37,12.8,4.665762,11.7,12.46651,12.7,7.7,9.9,9.20283,8.9,14.02,2.87,12.65,5.16,0.0,0.0,6.5,9.47,0.0,0.0,15.42649,13.547,13.2,14.03,0.0,0.0,14.14,14.36,14.19,16.25,0.0,9.47,17.23,15.89,0.0,0.0,0.0,8.7,34.30155
2025-08-23 00:00:00,14.38,24.11451,13.05,11.44,10.992111,16.02,8.233694,12.8,7.951696,11.7,12.70979,12.7,7.7,9.7,8.66092,8.9,14.5,3.43,13.43,9.38,0.0,0.0,6.5,9.07,0.0,0.0,14.42063,16.8688,13.2,8.21,0.0,0.0,12.82,17.6185,17.524889,10.19,0.0,10.42,13.22,10.84,0.0,0.0,0.0,9.1,33.68507
2025-08-23 01:00:00,16.16,16.880156,12.96,11.27,6.0,16.02,8.23,12.8,10.611388,11.7,11.84179,12.7,7.7,9.4,7.81758,8.9,13.24,8.39,13.43,7.62,0.0,0.0,6.5,8.07,0.0,0.0,15.65698,16.8688,13.2,8.21,0.0,0.0,10.39,17.78,17.63,10.19,0.0,8.53,10.72,5.92,0.0,0.0,0.0,9.8,33.41527
2025-08-23 02:00:00,17.68,11.816109,11.75,11.83,6.018333,19.33,9.885139,3.9,8.489111,13.7,10.52707,17.5,8.9,9.7,9.07165,10.5,13.13,10.75,13.25,9.61,0.0,0.0,12.6,7.11,0.0,0.0,13.89948,15.7459,19.4,5.53,0.0,0.0,8.4,14.511972,23.36911,11.77,0.0,7.14,18.56,5.94,0.0,0.0,0.0,11.2,33.0026
2025-08-23 03:00:00,17.8,14.558518,12.25,12.23,10.4,19.33,9.93,3.9,6.870225,13.7,9.71417,17.5,8.9,8.6,6.7646,10.5,13.92,8.6,13.25,12.37,0.0,0.0,12.6,6.3,0.0,0.0,12.40551,15.7459,19.4,5.53,0.0,0.0,5.31,14.35,23.55,11.77,0.0,5.71,10.03,4.58,0.0,0.0,0.0,10.3,34.02882
2025-08-23 04:00:00,16.57,15.473418,11.83,11.6,10.391791,21.35,12.753472,3.9,5.572042,13.7,8.663073,17.5,8.9,9.7,5.56198,10.5,14.46,7.37,17.94,12.47,0.0,0.0,12.6,5.91,0.0,0.0,10.58572,13.1059,19.4,3.87,0.0,0.0,2.94,14.340472,20.263582,22.61,0.0,4.8,5.55,7.48,0.0,0.0,0.0,10.2,33.64934
2025-08-23 05:00:00,15.03,15.374853,12.65,11.65,8.43,21.35,12.83,3.9,4.797539,13.7,8.66392,17.5,8.9,10.1,4.03592,10.5,15.02,5.94,17.94,8.82,0.0,0.0,12.6,7.23,0.0,0.0,9.715019,13.1059,19.4,3.87,0.0,0.0,3.01,14.34,20.16,22.61,0.0,4.43,4.52,11.35,0.0,0.0,0.0,11.1,31.29307
2025-08-23 06:00:00,14.52,13.387313,12.08,11.81,8.417042,15.12,11.583778,3.9,5.005386,13.7,7.841267,17.5,8.9,10.5,4.48103,10.5,15.01,6.99,20.82,11.45,0.0,0.0,12.6,9.0,0.0,0.0,9.364619,10.5089,19.4,8.72,0.0,0.0,2.88,12.672639,11.757277,11.92,0.0,3.55,12.45,7.72,0.0,0.0,0.0,11.4,28.93804
2025-08-23 07:00:00,15.91,20.506239,11.7,11.89,5.32,15.12,11.55,3.9,4.373554,13.7,8.477859,17.5,8.9,11.3,4.91897,10.5,13.25,7.59,20.82,8.02,0.0,0.0,12.6,9.96,0.0,0.0,12.2284,10.5089,19.4,8.72,0.0,0.0,3.95,12.59,11.48,11.92,0.0,3.97,15.75,13.15,0.0,0.0,0.0,13.8,26.60405
2025-08-23 09:00:00,17.06,21.001528,11.13,12.08,12.22,24.02,10.34,3.9,7.155119,13.7,8.865239,17.5,8.9,13.5,9.67446,10.5,12.31,13.56,26.95,6.38,0.0,0.0,12.6,12.64,0.0,0.0,11.48396,12.795,19.4,1.41,0.0,0.0,16.97,15.39,11.86,6.57,0.0,8.98,6.88,9.3,0.0,0.0,0.0,14.6,24.02755
2025-08-23 10:00:00,7.79,14.701069,9.93,10.34,12.220292,19.09,14.705277,3.9,5.724095,13.7,9.442919,17.5,8.9,12.9,10.7754,10.5,9.81,9.49,30.98,5.13,0.0,0.0,12.6,11.97,0.0,0.0,11.32423,14.5454,19.4,5.42,0.0,0.0,19.41,10.826195,12.383499,4.13,0.0,7.18,4.8,16.06,0.0,0.0,0.0,10.0,22.32139
2025-08-23 11:00:00,7.1,12.759933,9.27,8.01,12.29,19.09,14.83,3.9,5.940968,13.7,9.566677,17.5,8.9,12.1,8.66669,10.5,9.01,12.96,30.98,4.38,0.0,0.0,12.6,11.46,0.0,0.0,11.53523,14.5454,19.4,5.42,0.0,0.0,19.39,10.6,12.4,4.13,0.0,12.38,4.57,10.18,0.0,0.0,0.0,8.5,21.93602
2025-08-23 12:00:00,6.22,8.931953,8.68,7.37,12.267208,26.86,9.660126,3.9,9.018301,13.7,10.48638,17.5,8.9,9.5,18.3306,10.5,6.62,9.07,23.86,6.44,0.0,0.0,12.6,11.88,0.0,0.0,13.04742,10.3004,19.4,5.03,0.0,0.0,16.24,8.265694,7.145611,6.28,0.0,9.9,3.76,5.91,0.0,0.0,0.0,9.1,22.45503
